"study_id","author","location_id","location_id2","location_name","location_name2","vac_before_booster","vaccine_developer","variant","symptom_severity","severity","sample_size","age_start","age_end","efficacy_mean","efficacy_lower","efficacy_upper","booster","vemt","mean_time_since.vaccination","start_interval","end_interval","sev_severity","mid_point1","mid_point","study_id2","se","mean_logit","sd_logit","in_var"
511,"Cohn B","102","102","United States","US  veterans delta","","Johnson & Johnson","B.1.617.2","infection","infection",619755,18,65,0.883,0.867,0.897,0,0,NA,0,4,"infection",2,2,"511&US  veterans delta&B.1.617.2&infection&18&65",0.0076530612244898,2.0211512658062,0.0740778932010125,1.14309521329882
511,"Cohn B","102","102","United States","US  veterans delta","","Johnson & Johnson","B.1.617.2","infection","infection",619755,18,65,0.822,0.803,0.839,0,0,NA,5,8,"infection",6.5,6.5,"511&US  veterans delta&B.1.617.2&infection&18&65",0.00918367346938774,1.52995684476409,0.0627660233288754,1.0434983894999
511,"Cohn B","102","102","United States","US  veterans delta","","Johnson & Johnson","B.1.617.2","infection","infection",619755,18,65,0.728,0.707,0.748,0,0,NA,9,12,"infection",10.5,10.5,"511&US  veterans delta&B.1.617.2&infection&18&65",0.0104591836734694,0.984498981900689,0.052819891692941,0.977802414077409
511,"Cohn B","102","102","United States","US  veterans delta","","Johnson & Johnson","B.1.617.2","infection","infection",619755,18,65,0.585,0.557,0.61,0,0,NA,13,16,"infection",14.5,14.5,"511&US  veterans delta&B.1.617.2&infection&18&65",0.0135204081632653,0.343333327001158,0.055691105605047,0.860013163567532
511,"Cohn B","102","102","United States","US  veterans delta","","Johnson & Johnson","B.1.617.2","infection","infection",619755,18,65,0.366,0.318,0.41,0,0,NA,17,20,"infection",18.5,18.5,"511&US  veterans delta&B.1.617.2&infection&18&65",0.023469387755102,-0.54941562103586,0.101141972018678,0.65275336576822
511,"Cohn B","102","102","United States","US  veterans delta","","Johnson & Johnson","B.1.617.2","infection","infection",619755,18,65,0.11,-0.0662,0.12,0,0,NA,21,24,"infection",22.5,22.5,"511&US  veterans delta&B.1.617.2&infection&18&65",0.0475,-2.09074109693377,0.485188968335036,0.458831467741124
512,"Robles-Fontan M","385","385","Puerto Rico","Puerto Rico(delta)","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,85,0.522,0.48,0.563,0,0,NA,0,7,"infection",3.5,3.5,"512&Puerto Rico(delta)&B.1.617.2&infection&18&85",0.0211734693877551,0.0880568553911829,0.0848581629545003,0.687232971143343
512,"Robles-Fontan M","385","385","Puerto Rico","Puerto Rico(delta)","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,85,0.38,0.33,0.45,0,0,NA,8,14,"infection",11,11,"512&Puerto Rico(delta)&B.1.617.2&infection&18&85",0.0306122448979592,-0.489548225318706,0.129933127750251,0.571547606649408
512,"Robles-Fontan M","385","385","Puerto Rico","Puerto Rico(delta)","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,85,0.27,0.17,0.37,0,0,NA,15,22,"infection",18.5,18.5,"512&Puerto Rico(delta)&B.1.617.2&infection&18&85",0.0510204081632653,-0.994622575144062,0.258855444765425,0.442718872423573
513,"Dan-Yu L","102","102","United States","US NC mixed","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,65,0.69,0.66,0.715,0,0,NA,21,24,"infection",22.5,22.5,"513&US NC mixed&B.1.617.2&infection&18&65",0.0140306122448979,0.800119300112113,0.0655942601444504,0.844231764817739
531,"Berec L","47","47","Czechia","Czech delta","","Johnson & Johnson","B.1.617.2","infection","infection",NA,12,65,0.695,0.68,0.71,0,0,NA,12,20,"infection",16,16,"531&Czech delta&B.1.617.2&infection&12&65",0.00765306122448977,0.82360006895738,0.0361036028988785,1.14309521329882
531,"Berec L","47","47","Czechia","Czech delta","","Johnson & Johnson","B.1.617.2","infection","infection",NA,12,65,0.67,0.65,0.69,0,0,NA,21,28,"infection",24.5,24.5,"531&Czech delta&B.1.617.2&infection&12&65",0.010204081632653,0.708185057924486,0.0461514320789373,0.989949493661168
558,"Voko Z","48","48","Hungary","Hungary delta 18-64","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,64,0.393,0.361,0.424,0,0,NA,2,17,"infection",9.5,9.5,"558&Hungary delta 18-64&B.1.617.2&infection&18&64",0.0160714285714286,-0.434719179190237,0.0673710383583744,0.788810637746616
558,"Voko Z","48","48","Hungary","Hungary delta 18-64","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,64,0.457,0.43,0.482,0,0,NA,18,25,"infection",21.5,21.5,"558&Hungary delta 18-64&B.1.617.2&infection&18&64",0.013265306122449,-0.172425929039731,0.0534565894251846,0.868243142124459
558,"Voko Z","48","48","Hungary","Hungary delta 18-64","","Johnson & Johnson","B.1.617.2","infection","infection",NA,18,64,0.359,0.325,0.392,0,0,NA,26,34,"infection",30,30,"558&Hungary delta 18-64&B.1.617.2&infection&18&64",0.0170918367346939,-0.579707068432391,0.0742739049565393,0.764901710591414
558,"Voko Z","48","48","Hungary","Hungary delta 65-100","","Johnson & Johnson","B.1.617.2","infection","infection",NA,65,100,0.178,0.034,0.301,0,0,NA,2,17,"infection",9.5,9.5,"558&Hungary delta 65-100&B.1.617.2&infection&65&100",0.0681122448979592,-1.52995684476409,0.465514673022494,0.383166386052781
558,"Voko Z","48","48","Hungary","Hungary delta 65-100","","Johnson & Johnson","B.1.617.2","infection","infection",NA,65,100,0.491,0.386,0.577,0,0,NA,18,25,"infection",21.5,21.5,"558&Hungary delta 65-100&B.1.617.2&infection&65&100",0.0487244897959184,-0.0360038887560022,0.194961126588688,0.453029361183401
558,"Voko Z","48","48","Hungary","Hungary delta 65-100","","Johnson & Johnson","B.1.617.2","infection","infection",NA,65,100,0.421,0.299,0.522,0,0,NA,26,34,"infection",30,30,"558&Hungary delta 65-100&B.1.617.2&infection&65&100",0.0568877551020408,-0.318669643890614,0.233377044958508,0.419266923764836
1014,"Braeye T","78","78","Belgium","Belgium females delta","","Johnson & Johnson","B.1.617.2","infection","infection",NA,45,64,0.33,0.28,0.37,0,0,NA,0,7,"infection",3.5,3.5,"1014&Belgium females delta&B.1.617.2&infection&45&64",0.0229591836734694,-0.708185057924486,0.103840722177609,0.659966329107444
1014,"Braeye T","78","78","Belgium","Belgium females delta","","Johnson & Johnson","B.1.617.2","infection","infection",NA,45,64,0.22,0.18,0.24,0,0,NA,21,28,"infection",24.5,24.5,"1014&Belgium females delta&B.1.617.2&infection&45&64",0.0153061224489796,-1.26566637333128,0.0891965177679463,0.808290376865476
