study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,vaccine_type,study_id2,e_mean,se,mean_logit,sd_logit,in_var
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.16,0,0.45,0,0,,19,22,infection,20.5,20.5,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.06,0.114795918367347,-2.75153531304195,2.03538862353452,0.295145914949049
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.44,0.16,0.63,0,0,,15,18,infection,16.5,16.5,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.34,0.119897959183673,-0.663294217410264,0.534304630943286,0.288797948952462
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.67,0.48,0.8,0,0,,10,14,infection,12,12,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.57,0.0816326530612245,0.281851152140988,0.333058560021316,0.35
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.75,0.59,0.86,0,0,,2,9,infection,5.5,5.5,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.65,0.0688775510204082,0.619039208406224,0.302758466023772,0.381031737766272
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.99,0.66,0.99,0,0,,2,8,infection,5,5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.89,0.0841836734693878,2.09074109693377,0.859894519605595,0.344656174742132
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.909,0.71,0.982,0,0,,9,12,infection,10.5,10.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.809,0.0693877551020408,1.44352548901186,0.449056459736607,0.379628301182648
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.915,0.82,0.967,0,0,,13,16,infection,14.5,14.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.815,0.0375,1.48283228816254,0.248714972641353,0.516397779494322
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.931,0.83,0.978,0,0,,17,20,infection,18.5,18.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.831,0.0377551020408163,1.59273107993237,0.268836306444907,0.514650235465665
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.62,0.12,0.85,0,0,,21,24,infection,22.5,22.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.52,0.186224489795918,0.0800427076735366,0.746091705913135,0.231729648808663
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Delta,Infection,infection,,18,85,0.76,0.68,0.87,0,0,,25,28,infection,26.5,26.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Delta&infection&18&85,0.66,0.048469387755102,0.663294217410264,0.215995489104733,0.454219979166135
