study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,vaccine_type,study_id2,e_mean,se,mean_logit,sd_logit,in_var
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",AstraZeneca,Omicron,severe,hosp,,18,80,0.56,0.34,0.7,0,0,,20,24,severe,22,22,Omicron,non_mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.46,0.0918367346938775,-0.160342650075179,0.369713102632357,0.329983164553722
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",AstraZeneca,Omicron,severe,hosp,,18,80,0.32,0.2,0.44,0,0,,25,29,severe,27,27,Omicron,non_mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.22,0.0612244897959184,-1.26566637333128,0.356786071071785,0.404145188432738
554,Stowe J,0,95,95,United Kingdom,UK 4 Omicron hosp 18-64,"",AstraZeneca,Omicron,severe,hosp,,18,64,0.385,0.202,0.526,0,0,,2,24,severe,13,13,Omicron,non_mRNA,554&UK 4 Omicron hosp 18-64&Omicron&hosp&18&64,0.285,0.0826530612244898,-0.919793362425357,0.405609428165819,0.347832796499967
554,Stowe J,0,95,95,United Kingdom,UK 4 Omicron hosp 18-64,"",AstraZeneca,Omicron,severe,hosp,,18,64,0.316,0.223,0.397,0,0,,25,32,severe,28.5,28.5,Omicron,non_mRNA,554&UK 4 Omicron hosp 18-64&Omicron&hosp&18&64,0.216,0.0443877551020408,-1.28913061266624,0.262115900782082,0.474644452534567
554,Stowe J,0,95,95,United Kingdom,UK 4 Omicron hosp 65-90,"",AstraZeneca,Omicron,severe,hosp,,65,90,0.553,-0.201,0.833,0,0,,2,24,severe,13,13,Omicron,non_mRNA,554&UK 4 Omicron hosp 65-90&Omicron&hosp&65&90,0.453,0.263775510204082,-0.188556676938947,1.06450803380301,0.194707537463416
554,Stowe J,0,95,95,United Kingdom,UK 4 Omicron hosp 65-90,"",AstraZeneca,Omicron,severe,hosp,,65,90,0.563,0.396,0.683,0,0,,25,32,severe,28.5,28.5,Omicron,non_mRNA,554&UK 4 Omicron hosp 65-90&Omicron&hosp&65&90,0.463,0.0732142857142857,-0.14827104042263,0.294469658708229,0.369574574143918
567,Natarajan K,0,102,102,United States,US Omicron,"",Johnson & Johnson,Omicron,severe,hosp,,18,85,0.67,0.52,0.77,0,1,8,,,severe,,8,Omicron,non_mRNA,567&US Omicron&Omicron&hosp&18&85,0.57,0.0637755102040816,0.281851152140988,0.260202000016653,0.395979797464467
571,Ranzani O,0,92,92,Spain,Spain omicron,"",CoronaVac/SinoVac,Omicron,severe,hosp&death,,18,80,0.39,-0.249,0.72,0,0,,0,2,severe,1,1,Omicron,non_mRNA,571&Spain omicron&Omicron&hosp&death&18&80,0.29,0.24719387755102,-0.895384047054841,1.20055307212735,0.201131987429621
571,Ranzani O,0,92,92,Spain,Spain omicron,"",CoronaVac/SinoVac,Omicron,severe,hosp&death,,18,80,0.499,0.07,0.637,0,0,,3,8,severe,5.5,5.5,Omicron,non_mRNA,571&Spain omicron&Omicron&hosp&death&18&80,0.399,0.144642857142857,-0.409633517645344,0.603183737808986,0.262936879248872
571,Ranzani O,0,92,92,Spain,Spain omicron,"",CoronaVac/SinoVac,Omicron,severe,hosp&death,,18,80,0.626,0.585,0.663,0,0,,9,25,severe,17,17,Omicron,non_mRNA,571&Spain omicron&Omicron&hosp&death&18&80,0.526,0.0198979591836735,0.104093891042633,0.0798076365840171,0.708917556958566
571,Ranzani O,0,92,92,Spain,Spain omicron,"",CoronaVac/SinoVac,Omicron,severe,hosp&death,,18,80,0.57,0.535,0.602,0,0,,26,40,severe,33,33,Omicron,non_mRNA,571&Spain omicron&Omicron&hosp&death&18&80,0.47,0.0170918367346939,-0.120144311842063,0.0686143586298429,0.764901710591414
