study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,vaccine_type,study_id2,e_mean,se,mean_logit,sd_logit,in_var
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.16,0,0.45,0,0,,19,22,infection,20.5,20.5,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.0666666666666667,0.14172335600907,-2.63905732961526,2.27769679300291,0.265631323454144
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.44,0.16,0.63,0,0,,15,18,infection,16.5,16.5,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.377777777777778,0.148022171831696,-0.498991166118987,0.629716172183159,0.259918154057216
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.67,0.48,0.8,0,0,,10,14,infection,12,12,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.633333333333333,0.100781053162006,0.546543706368068,0.433985396391411,0.315
500,MoH Israel,0,85,85,Israel,Israel Delta,"",Pfizer & BioNTech,Delta,Infection,infection,,16,60,0.75,0.59,0.86,0,0,,2,9,infection,5.5,5.5,Non_Omicron,mRNA,500&Israel Delta&Delta&infection&16&60,0.722222222222222,0.0850340136054422,0.955511445027435,0.423861852433281,0.342928563989645
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.99,0.66,0.99,0,0,,2,8,infection,5,5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.988888888888889,0.103930461073318,4.48863636973215,9.45883971566167,0.310190557267919
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.909,0.71,0.982,0,0,,9,12,infection,10.5,10.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.898888888888889,0.0856638951877047,2.18493941054164,0.942525096809802,0.341665471064383
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.915,0.82,0.967,0,0,,13,16,infection,14.5,14.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.905555555555556,0.0462962962962963,2.26053685675055,0.541320822807653,0.46475800154489
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.931,0.83,0.978,0,0,,17,20,infection,18.5,18.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.923333333333333,0.0466112370874276,2.48852329025818,0.658454141872307,0.463185211919099
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,Infection,infection,,18,85,0.62,0.12,0.85,0,0,,21,24,infection,22.5,22.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.577777777777778,0.229906777525825,0.313657558855042,0.942431628521854,0.208556683927797
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Delta,Infection,infection,,18,85,0.76,0.68,0.87,0,0,,25,28,infection,26.5,26.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Delta&infection&18&85,0.733333333333333,0.0598387503149408,1.01160091167848,0.305993609565038,0.408797981249522
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.99,0.61,0.99,0,0,,2,8,infection,5,5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.988888888888889,0.119677500629882,4.48863636973215,10.8919972483377,0.289063824676908
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.89,0.69,0.972,0,0,,9,12,infection,10.5,10.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.877777777777778,0.0888133030990174,1.97155257966865,0.827834010474156,0.335552894013524
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.88,0.77,0.941,0,0,,13,16,infection,14.5,14.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.866666666666667,0.0538548752834467,1.87180217690159,0.466051805337521,0.430910907875765
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.83,0.69,0.913,0,0,,17,20,infection,18.5,18.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.811111111111111,0.0702317964222726,1.45724609709217,0.458402539097831,0.377340231388352
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Alpha,Infection,infection,,18,85,0.82,0.47,0.954,0,0,,21,24,infection,22.5,22.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.8,0.152431342907533,1.38629436111989,0.952695893172084,0.256131422877249
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Pfizer & BioNTech,Delta,Infection,infection,,18,85,0.42,0.13,0.62,0,0,,25,28,infection,26.5,26.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed&Delta&infection&18&85,0.355555555555556,0.154320987654321,-0.594707107746691,0.673491379310344,0.254558441227157
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.85,0.83,0.86,0,0,,0,4,infection,2,2,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.833333333333333,0.00944822373393803,1.6094379124341,0.0680272108843537,1.02878569196893
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.8,0.79,0.82,0,0,,5,8,infection,6.5,6.5,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.777777777777778,0.00944822373393799,1.25276296849537,0.0546647230320699,1.02878569196894
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.75,0.73,0.755,0,0,,9,12,infection,10.5,10.5,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.722222222222222,0.00787351977828169,0.955511445027435,0.0392464678178964,1.12697826065989
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.69,0.685,0.695,0,0,,13,17,infection,15,15,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.655555555555556,0.00314940791131264,0.643550239420575,0.0139476238827952,1.78190908859011
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.65,0.64,0.655,0,0,,18,21,infection,19.5,19.5,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.611111111111111,0.00472411186696901,0.451985123743057,0.0198780811025709,1.45492267835786
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.59,0.585,0.61,0,0,,22,25,infection,23.5,23.5,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.544444444444444,0.00787351977828169,0.178248231406317,0.0317449030383682,1.12697826065989
509,Tartof S,0,102,102,United States,US  Kaiser study Delta,"",Pfizer & BioNTech,Delta,infection,infection,,18,75,0.52,0.51,0.53,0,0,,26,29,infection,27.5,27.5,Non_Omicron,mRNA,509&US  Kaiser study Delta&Delta&infection&18&75,0.466666666666667,0.00629881582262535,-0.133531392624521,0.0253077421444769,1.26
