,obs,obs_se,study_id,cov0,cov1
0,0.2768852436648157,0.1,F,1.0,-1.0856306033005612
1,1.5939798977942403,0.1,D,1.0,0.9973454465835858
2,0.8938911202894685,0.1,C,1.0,0.28297849805199204
3,0.551743564688995,0.1,E,1.0,-1.506294713918092
4,0.4866069417501665,0.1,C,1.0,-0.5786002519685364
5,1.5765398193195428,0.1,F,1.0,1.651436537097151
6,-0.34064747080471147,0.1,B,1.0,-2.426679243393074
7,0.4424659830495158,0.1,A,1.0,-0.42891262885617726
8,1.7037447816554843,0.1,D,1.0,1.265936258705534
9,0.3831162818512745,0.1,B,1.0,-0.8667404022651017
10,0.8212304117181457,0.1,D,1.0,-0.6788861516220543
11,0.7015345920835028,0.1,A,1.0,-0.09470896893689112
12,1.3617126821583918,0.1,A,1.0,1.4913896261242878
13,0.32788973234949986,0.1,F,1.0,-0.638901996684651
14,0.44094900376323454,0.1,F,1.0,-0.44398195964606546
15,0.7821969043764134,0.1,B,1.0,-0.43435127561851733
16,2.4602843234597005,0.1,E,1.0,2.2059300827254558
17,2.3886173335717844,0.1,D,1.0,2.1867860889737867
18,1.2274240200875084,0.1,C,1.0,1.004053897878877
19,0.9641208010311672,0.1,C,1.0,0.386186399174856
20,1.0405947086875305,0.1,F,1.0,0.7373685758962422
21,1.5086612291860255,0.1,A,1.0,1.490732028150799
22,0.32359308060206815,0.1,C,1.0,-0.9358338684023914
23,1.7503892955117288,0.1,D,1.0,1.1758290447821034
24,0.2843369927811071,0.1,C,1.0,-1.2538806677490124
25,0.315756689585177,0.1,A,1.0,-0.6377515024534103
26,1.1797857668215084,0.1,C,1.0,0.9071051958003012
27,0.19534148820149158,0.1,B,1.0,-1.428680700225969
28,0.815308723193166,0.1,A,1.0,-0.1400687201886661
29,0.6418078893637327,0.1,D,1.0,-0.8617548958596855
30,0.63713173627647,0.1,B,1.0,-0.2556193705305969
31,-0.2821698629427948,0.1,D,1.0,-2.7985891054607244
32,-0.09757742185768896,0.1,A,1.0,-1.771533104509847
33,0.44530399558014266,0.1,C,1.0,-0.6998772345979173
34,1.4680665711822527,0.1,D,1.0,0.9274624317585825
35,0.7672871088790187,0.1,F,1.0,-0.1736356827902158
36,1.0773886229707808,0.1,D,1.0,0.0028459158968110196
37,1.6971373061141695,0.1,E,1.0,0.688222711102285
38,0.2617890250658864,0.1,A,1.0,-0.8795363430090519
39,0.7309149436818495,0.1,F,1.0,0.283627323807291
40,0.15724452715798992,0.1,F,1.0,-0.8053665180656158
41,-0.11160777868709083,0.1,A,1.0,-1.7276694941206072
42,0.5003499727981147,0.1,A,1.0,-0.390899793755101
43,1.6009013087259607,0.1,D,1.0,0.5738058624050577
44,0.9349042683109197,0.1,B,1.0,0.3385890509998015
45,0.6728097514937392,0.1,A,1.0,-0.01183049447881976
46,1.9333086464251312,0.1,C,1.0,2.392365265937726
47,1.228264188813922,0.1,B,1.0,0.4129121603087788
48,1.1301937969963434,0.1,F,1.0,0.9787360059373466
49,2.295019651950184,0.1,D,1.0,2.2381433384979528
50,0.04583500304167187,0.1,A,1.0,-1.2940853231612488
51,0.8583906446993874,0.1,E,1.0,-1.0387882102049535
52,1.837818274813877,0.1,A,1.0,1.7437122251229307
53,0.8760498292219144,0.1,E,1.0,-0.7980627352410625
54,1.011257363590905,0.1,B,1.0,0.02968323030333022
55,1.66370238004141,0.1,D,1.0,1.0693159694243486
56,0.9024011792134748,0.1,F,1.0,0.8907063912931708
57,1.773005017193187,0.1,B,1.0,1.7548861819811095
58,1.6524953125986621,0.1,A,1.0,1.4956441370334692
59,1.3397621556526667,0.1,A,1.0,1.0693926697057368
60,0.44687772743649834,0.1,B,1.0,-0.7727087142471915
61,1.838364697600567,0.1,E,1.0,0.7948626677932181
62,1.0636826835716986,0.1,B,1.0,0.31427199450686705
63,0.05507382500353202,0.1,F,1.0,-1.326265459940456
64,2.118197171094583,0.1,E,1.0,1.4172990464768525
65,1.4001003505756358,0.1,D,1.0,0.8072365345785665
66,1.4735834802013719,0.1,E,1.0,0.045490080631097156
67,0.574261142935604,0.1,A,1.0,-0.2330920609844135
68,0.06182889456677099,0.1,A,1.0,-1.198301144700787
69,1.3833347744195061,0.1,E,1.0,0.19952407355863258
70,0.9911686098878311,0.1,A,1.0,0.46843911944564426
71,0.7037144669233965,0.1,D,1.0,-0.8311549842432792
72,1.458302632162221,0.1,B,1.0,1.1622040490995293
73,0.2080818901636708,0.1,F,1.0,-1.0972030464830342
74,0.3354518797955321,0.1,E,1.0,-2.1231003500424417
75,1.2276511802377696,0.1,C,1.0,1.0397270908927005
76,0.6787743262597602,0.1,A,1.0,-0.4033660381021075
77,0.8446500966594692,0.1,A,1.0,-0.12602958531301514
78,0.5258321497562224,0.1,B,1.0,-0.8375167228250533
79,0.12997929599460992,0.1,B,1.0,-1.6059627607174027
80,1.8220971884488675,0.1,E,1.0,1.2552373747242185
81,0.39208170513936214,0.1,C,1.0,-0.6888689838469215
82,1.4835270549831097,0.1,F,1.0,1.6609524881479396
83,1.5365436772322432,0.1,D,1.0,0.8073081862107286
84,0.5079797656438991,0.1,F,1.0,-0.31475814671745994
85,0.16365297541629253,0.1,F,1.0,-1.0859024011268665
86,0.5644454918721278,0.1,C,1.0,-0.732461986720457
87,0.11801448089101733,0.1,C,1.0,-1.2125231310951696
88,1.7717269078394777,0.1,C,1.0,2.0871133595881854
89,1.059655727085564,0.1,D,1.0,0.16444123022982496
90,1.528695705448858,0.1,B,1.0,1.1502055425466322
91,0.572356917142757,0.1,D,1.0,-1.2673520490102275
92,0.5976120120449413,0.1,F,1.0,0.18103512959700388
93,1.476804253552051,0.1,B,1.0,1.1778619388085783
94,0.9444403126847937,0.1,D,1.0,-0.3350107619330159
95,1.3778349741152847,0.1,C,1.0,1.0311144589217422
96,0.604354711300713,0.1,D,1.0,-1.0845679120057665
97,0.30526957135862126,0.1,B,1.0,-1.3634715446185843
98,1.1217280082916783,0.1,B,1.0,0.37940061207813613
99,0.5408006905812718,0.1,F,1.0,-0.3791764345725522
100,1.2140157865405903,0.1,A,1.0,0.6420546892718314
101,-0.36828508986381636,0.1,A,1.0,-1.977887931520449
102,1.206253314120742,0.1,C,1.0,0.7122646354705182
103,2.3976276264488954,0.1,D,1.0,2.5983039272693147
104,0.711955579164778,0.1,C,1.0,-0.024625981431480627
105,0.7272224667166897,0.1,B,1.0,0.03414212890984157
106,1.0600912533548195,0.1,D,1.0,0.17954948463867915
107,0.016085500130801317,0.1,C,1.0,-1.8619757107917871
108,0.9214859229007694,0.1,C,1.0,0.4261466396903099
109,0.04327723171640982,0.1,B,1.0,-1.6054097440159647
110,0.6949765861734389,0.1,B,1.0,-0.42767959812380435
111,1.324187508917979,0.1,C,1.0,1.242869549603737
112,1.0166830216242468,0.1,E,1.0,-0.7352169561000764
113,1.0845233447740374,0.1,F,1.0,0.5012489895674
114,1.8195635683053575,0.1,E,1.0,1.0127390539563705
115,0.9320668894051568,0.1,C,1.0,0.2787408560959998
116,0.30815369422958233,0.1,D,1.0,-1.3709484700946077
117,0.6679804887106225,0.1,F,1.0,-0.3324752753514139
118,2.3704656518479474,0.1,E,1.0,1.959411342388286
119,-0.329146740276469,0.1,A,1.0,-2.025045762997471
120,0.7298050713823463,0.1,C,1.0,-0.27578601386617546
121,0.6355027826655358,0.1,A,1.0,-0.5521080714881078
122,0.8537867741913028,0.1,C,1.0,0.12074736309713868
123,1.582023748251931,0.1,E,1.0,0.7482156171872304
124,2.091214008763584,0.1,D,1.0,1.6086909680220534
125,1.0042476994589833,0.1,D,1.0,-0.2702323920091581
126,1.3147741482758841,0.1,A,1.0,0.8123413299768204
127,0.8769822340865485,0.1,F,1.0,0.49974014486517293
128,0.8795127386281865,0.1,F,1.0,0.4743472978718003
129,0.5206413987171489,0.1,A,1.0,-0.5639239315264725
130,0.3899468897176075,0.1,C,1.0,-0.9973214687759007
131,0.25583550005769606,0.1,A,1.0,-1.100043112620697
132,0.2876560675983987,0.1,A,1.0,-0.7564372093991233
133,1.5588978440238408,0.1,E,1.0,0.3216865758662266
134,1.2256295981809178,0.1,F,1.0,0.7609493931283295
135,1.2766666955756403,0.1,D,1.0,0.32346884785689517
136,0.5157284605817477,0.1,C,1.0,-0.5489550961957409
